"chamber","id","licor","Obs","FTime","O2","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","datetime","xsi","DELTA","CiCa","a_prime","Rd","Gstar","rd_term","f_term","TleafminusTair","TblockminusTair","CO2Rdry","CO2Sdry","t","t2","t3","Di","DiminusDo","rd_term2","f_term2","gm","gm_bar","delta_i","delta_gm","delta_e","delta_f","campaign","leaf","light","Month","temp","drydown","leaflight"
"ch02","5-ch02-sun-high","H3",3,1327.5,21,0,17.586047564,0.1896586882,214.45581722,3.83813187,2.1247665574,31.36024704,6,1.420000017,1,2.840000033,30.178474044,31.36024704,29.256978226,419.61826784,381.53842162,16.850941466,24.336253358,39.921338654,57.649568942,300.16586304,1300.2420654,1346.6680176,101.92165376,1.81896174,-0.365364224,0.7333333496,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002764384,0.003838132,304.51024704,303.32847404,208.03872582,0.2876520018,4.605157765,45.183308884,20.847055526,30.769360544,4.45300176,0.17778143,2.4803912074,1.9726105524,0.1121227288,21.857691304,0.5620820398,55.197108234,373.17885688,0.0260153208,2014-03-19 13:03:05,11.0837376640389,11.4133493049249,0.511073596304372,4.32495121107892,0.728454376498625,38.8968586398633,0.101982212094397,1.65154824326808,1.181772996,-0.921495818,426.810425334388,391.055241042996,0.0171897867824612,1.0174904437818,1.0349808875636,17.4911585591974,6.07780925427245,0.932998675469205,-0.616567355704475,0.223383733173856,0.219172006078187,17.4911585591974,4.74825601006145,0.0959711392069172,1.55420208197591,5,"sun","high","Mar","elevated","control","sun-high"
"ch02","2-ch02-shade-high","H4",25,9042.5,21,0,15.45194123,0.264289374,256.360247,4.442749116,1.789776914,28.34660149,6,1.420000017,1,2.840000033,25.18943024,28.34660149,23.54184151,400.5663147,366.4020996,12.04244518,20.74480438,37.59145737,64.75656891,299.9590149,1398.726563,29.91477776,100.3826904,0.679732978,-0.013070107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499931691,0.004442749,301.4966015,298.3394302,223.796245,-0.10416637,3.87219619,38.57434159,17.82953721,26.76801586,3.530682666,0.241788613,2.082419276,1.448263389,0.152990242,25.73413131,0.699669154,56.4213708,359.0569868,0.024280817,2013-12-11 11:15:43,12.312745446706,13.7707716157145,0.639994521736054,4.29987746534903,0.728246446142208,38.893720391458,0.19558425295209,1.71963608022299,3.15717125,-1.64758873,405.448910983813,374.164059827141,0.0145821469868911,1.01479793261539,1.02959586523078,20.6800220260266,6.90925041031211,0.834011612278692,-0.690040214992212,0.172457219418257,0.171799758236264,20.6800220260266,5.61254791010585,0.184197700481431,1.61952205691922,2,"shade","high","Dec","elevated","control","shade-high"
"ch02","5-ch02-sun-high","H3",19,1575.5,21,0,17.865659668,0.1946043166,215.7529719,3.7555532468,2.030017498,30.90698929,6,1.420000017,1,2.840000033,29.5653183,30.90698929,28.559973906,419.58422238,381.01340332,16.78673782,24.112490844,41.173887634,59.142191316,300.17369386,1300.814917,1272.5733156,101.91778564,1.81896174,-0.365364224,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002894898,0.0037555532,304.0569893,302.71531832,208.13038204,0.3098157024,4.4875091774,44.030677496,19.918186654,30.236153794,4.3185839188,0.1821246224,2.4574916794,1.8610922394,0.1148869722,21.98906519,0.5662608872,56.170586308,372.52092436,0.0269387514,2014-03-19 13:07:13,10.9186037695316,12.3142531830197,0.514206589266366,4.32291731099488,0.728423362972965,38.8963906001318,0.101326382818498,1.65380409778634,1.34167099,-1.005344394,426.747927961925,390.427584885804,0.0164152127987883,1.01668916906035,1.0333783381207,17.5448213159453,5.23056813292563,0.9320519553022,-0.62042575966564,0.265788305287559,0.260786970221657,17.5448213159453,4.04909848530714,0.0950830266123502,1.55190281807558,5,"sun","high","Mar","elevated","control","sun-high"
"ch02","1-ch02-shade-high","H4",13,5522,21,0,14.83865878,0.132715847,176.0790007,1.87281567,1.468235147,24.43827057,6,1.420000017,1,2.840000033,21.898283,24.43827057,20.38880539,399.6725464,368.5235901,12.09277344,15.79009628,46.65488052,60.91944885,299.1208191,899.6314697,191.8922119,101.7410583,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498534698,0.001872816,297.5882706,295.048283,143.9410319,0.389731759,3.074736254,30.22119392,14.43109764,23.16827679,2.848569168,0.126790795,1.606501107,1.24206806,0.079756095,17.91446388,0.477795738,53.30604772,361.4700024,0.021882597,2013-10-26 10:32:31,12.9439061784268,12.567999197078,0.440558157636819,4.34502115345,0.727970605089574,38.8895561892962,0.106464017747519,1.70955354607189,2.53998757,-1.50947761,404.564857564311,374.435970118872,0.0117919081526162,1.01193261647005,1.0238652329401,15.5408855239611,2.97288632688314,0.917401215192584,-0.685688313131786,0.40477537491787,0.397848598865882,15.5408855239611,2.28852990631208,0.100509386819326,1.613936635925,1,"shade","high","Oct","elevated","control","shade-high"
"ch02","2-ch02-shade-low","H4",23,7764,21,0,9.280453765,0.168045593,279.284666,2.519974698,1.547147557,27.95680809,6,1.420000017,1,2.840000033,28.57091331,27.95680809,28.31472397,400.9154358,380.4382324,17.36047173,22.28782845,44.4391098,57.05209351,300.0160217,274.5000305,35.30527496,100.420166,0.226546943,-0.057583809,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500026703,0.002519975,301.1068081,301.7209133,43.9200039,-0.707526599,3.78529499,37.69457012,15.40674168,28.2638607,3.853605727,0.158657663,2.238147433,1.615458294,0.099963814,28.04581253,0.734113037,60.21766619,376.0267492,0.014861902,2013-12-11 10:54:24,20.8953520663453,17.090489464531,0.696617393747153,4.33458238759637,0.728219252245556,38.893309912262,0.336608400041604,1.65617324158991,-0.614105220000003,-0.256189340000002,407.998481911101,389.110664130199,0.0126590694906016,1.01282137618266,1.02564275236533,22.0518343355616,4.96134487103063,0.689034352323722,-0.630530489224587,0.136085626623161,0.135516233485574,22.0518343355616,4.21023518315685,0.327606449260719,1.61188204147854,2,"shade","low","Dec","elevated","control","shade-low"
"ch02","5-ch02-shade-high","H3",79,4925.5,21,0,16.716661688,0.3175321764,280.9305611,5.2583917172,1.810054479,30.963444138,6,1.420000017,1,2.840000033,31.222894668,30.963444138,31.2953289,420.30290528,382.86460572,16.182648086,26.415738296,36.09328003,58.91684799,300.17252198,1299.9948976,121.63731536,101.90626526,1.600089669,-0.50613606,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5002875364,0.0052583918,304.11344412,304.37289466,207.99917896,-0.2437763518,4.5019836902,44.177692832,17.761954538,31.093169402,4.5353995994,0.2855997082,2.6919292116,1.8434703882,0.1811180848,28.628583904,0.7337595682,62.514378858,374.91830536,0.0278735922,2014-03-19 14:03:03,11.7293479537104,14.5913096620178,0.668400236046068,4.28306703040741,0.728427230784852,38.896448971884,0.147087854047923,1.64581020008245,-0.259450529999999,0.0724342320000027,427.216397903846,393.252665208348,0.0145786484194231,1.01479432975147,1.02958865950294,21.3984176586945,6.8071079966767,0.882500805455019,-0.616221540579506,0.185341730092752,0.181874715573059,21.3984176586945,5.4095941800061,0.137950535161434,1.54356999322016,5,"shade","high","Mar","elevated","control","shade-high"
"ch02","6-ch02-shade-high","H1",310,17420,21,0,19.280033048,0.2162034674,214.22412082,3.437024915,1.683274675,28.017885972,6,1.420000017,1,2.840000033,26.182715608,28.017885972,24.755994798,418.9675476,374.20672608,13.561567496,20.885757444,40.312717438,62.072058866,275.68122558,1499.2758544,80.400184632,101.30731354,-1.881292343,-0.212915123,0.8000000122,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4594687094,0.003437025,301.16788598,299.3327156,239.88413138,0.7895793106,3.7991544752,37.501297758,16.61554031,27.100300788,3.6013387532,0.2009049466,2.1158798004,1.4854589528,0.126855914,21.702473974,0.57247645,57.597383168,365.04192174,0.0304227104,2014-04-21 14:13:08,9.32914740920828,10.6007119649905,0.511314353694348,4.31407061731706,0.728223517921441,38.8933743013786,0.118827900647305,1.6837555815275,1.835170364,-1.42672081,424.727518509678,382.189033532108,0.0136054062217264,1.01379306649443,1.02758613298885,17.374469911178,6.77375794618751,0.908758232341548,-0.65616944853865,0.218770869160425,0.215947754921017,17.374469911178,5.28105598181667,0.109060595331281,1.54535580544166,6,"shade","high","Apr","elevated","control","shade-high"
"ch02","4-ch02-shade-high","H4",46,2638.5,21,0,19.9989235533333,0.333068073,260.360271066667,5.852786944,1.90754778166667,32.02988561,6,1.420000017,1,2.840000033,30.72537295,32.02988561,29.86872991,420.440399166667,375.921925866667,17.0715916966667,28.4746526066667,38.81907018,64.7484614066667,299.189707433333,1700.007487,36.7762209533333,100.988759333333,-1.633756638,0.0689262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498649512333333,0.005852787,305.179885633333,303.875372933333,272.001191833333,-0.023255418,4.78316762,47.3633665066667,18.8887139033333,31.37762928,4.60943155233333,0.298106850333333,2.87561983866667,1.73381171366667,0.189171192333333,26.2934609433333,0.692591321666667,62.8988776633333,366.4153954,0.0343301546666667,2014-02-25 13:43:02,9.65232789005072,12.5496449125218,0.619256074303786,4.27660443488215,0.728500029391282,38.8975475831733,0.139280446195736,1.67625303949658,1.30451266,-0.856643040000002,427.742646987285,386.939905248268,0.0155357084926652,1.01578087557536,1.03156175115073,20.1792125535686,7.62956764104683,0.89228130495499,-0.644691288345853,0.20045135550337,0.198488779173671,20.1792125535686,5.99409377768445,0.128463158978369,1.54606598831685,4,"shade","high","Feb","elevated","control","shade-high"
"ch02","4-ch02-shade-high","H4",54,2762.5,21,0,19.9224970333333,0.333164766,261.005006033333,5.81952465966667,1.896508513,31.9580211666667,6,1.420000017,1,2.840000033,30.6855646766667,31.9580211666667,29.8801479333333,420.431589733333,376.088816333333,17.0519517266667,28.39135806,38.8631553633333,64.7068328866667,299.184997566667,1699.2111,31.1493886333333,100.989916466667,-1.633756638,0.0689262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498641662666667,0.00581952466666667,305.108021166667,303.835564666667,271.873769966667,-0.002864361,4.76374939266667,47.1705446133333,18.77918656,31.32179292,4.59481685766667,0.298184301333333,2.86724087966667,1.727575978,0.189221094333333,26.35887453,0.693998278333333,62.9696659233333,366.618615366667,0.0342184923333333,2014-02-25 13:45:06,9.64639183972413,14.5821133390982,0.620802557198142,4.27656559673363,0.728495139464649,38.8974737912528,0.140139809600651,1.67550601892877,1.27245649,-0.805416743333332,427.725138141199,387.0785006424,0.0154433422425937,1.01568558002317,1.03137116004633,20.2151572126454,5.63304387354716,0.891231350445679,-0.644134858882437,0.27350778232652,0.270826823009399,20.2151572126454,4.37536252685594,0.129291979731464,1.5458097942091,4,"shade","high","Feb","elevated","control","shade-high"
"ch02","4-ch02-shade-low","H4",3,611.166666666667,21,0,10.9136122933333,0.204251541333333,294.1584085,3.55887018,1.81664302533333,31.6755135833333,6,1.420000017,1,2.840000033,32.5230776433333,31.6755135833333,32.4928588866667,419.823038733333,395.1153361,21.4831167866667,28.4177138,44.13731257,58.3842620833333,299.172566733333,300.476918533333,502.241022766667,101.044105533333,-1.861936569,0.08150135,0.888888895666667,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498620944666667,0.00355887033333333,304.825513633333,305.673077633333,48.0763058933333,-1.155973591,4.688085491,46.3964269133333,17.9787131166667,32.0992956166667,4.80200552466667,0.190547278666667,2.87144246566667,1.930563059,0.120251866666667,29.72297313,0.744487339333333,62.4449884333333,389.9275275,0.0174776056666667,2014-02-25 13:09:15,18.5850964401873,16.0139642914194,0.700672381838592,4.32292046633162,0.728475894559055,38.8971833706544,0.271924402023646,1.59481121847703,-0.847564060000003,-0.0302187566666703,429.040158565976,406.672025326186,0.0148615360069454,1.0150857331737,1.0301714663474,22.2460581209051,6.23209382948568,0.758247064323749,-0.564639752129631,0.126189115694078,0.124885182592319,22.2460581209051,5.1476869481772,0.263642437251927,1.54623826867673,4,"shade","low","Feb","elevated","control","shade-low"
"ch02","4-ch02-shade-low","H4",10,718.666666666667,21,0,10.99208248,0.204573878333333,293.336557833333,3.686916656,1.87887619233333,31.9114144633333,6,1.420000017,1,2.840000033,33.182621,31.9114144633333,33.38893763,420.114624033333,395.148895266667,21.23885282,28.4226080566667,42.051651,56.2746200533333,299.1852722,299.4421692,1575.52136233333,101.058474233333,-1.861936569,0.08150135,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498642120333333,0.00368691633333333,305.061414466667,306.332621,47.910746,-1.16206383933333,4.75122158366667,47.01457952,18.59197146,32.5470177333333,4.92496561233333,0.190827909666667,2.87234539133333,2.052620221,0.120430685666667,29.6441452166667,0.742344425666667,61.6666671866667,389.9237857,0.0173840256666667,2014-02-25 13:11:03,18.1866093955853,17.9236718041059,0.698229818845961,4.32301852066669,0.728491966955486,38.8974259160001,0.269216653508449,1.5946857181872,-1.27120653666667,0.206316629999996,429.230998026193,406.708614818935,0.0153733877893752,1.01561341893336,1.03122683786671,22.205893211563,4.28222140745709,0.762010184358263,-0.563458880320486,0.18813264807291,0.186162169476784,22.205893211563,3.47914888493468,0.261125389758181,1.54675769227764,4,"shade","low","Feb","elevated","control","shade-low"
"ch02","2-ch02-shade-high","H4",26,9123,21,0,15.43441813,0.268910548,258.3519323,4.384319741,1.738951195,28.08898926,6,1.420000017,1,2.840000033,24.58352852,28.08898926,22.84381676,400.5207825,366.4411926,12.09144592,20.67815208,39.13195038,66.92140198,300.0214539,1400.419922,31.90239334,100.3774338,0.679732978,-0.013070107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500035756,0.00438432,301.2389893,297.7335285,224.0671825,-0.116306355,3.814571036,38.00227693,17.32412485,26.33625889,3.441984153,0.245650669,2.075619841,1.366364311,0.155464701,25.93270398,0.705029722,57.09728628,359.1044094,0.02454059,2013-12-11 11:17:03,12.2153777539143,15.0350358337075,0.645040016868538,4.29818438233868,0.728228481623605,38.8934492266549,0.197564027171999,1.71944063657599,3.50546074,-1.73971176,405.42293195648,374.178512792593,0.0141612994053163,1.01436472254211,1.02872944508422,20.7911775750795,5.75614174137205,0.83116541791222,-0.690711191491773,0.207326000624363,0.206546424605211,20.7911775750795,4.66017876765489,0.185946613347436,1.61833187853026,2,"shade","high","Dec","elevated","control","shade-high"
"ch02","2-ch02-shade-high","H4",27,9203.5,21,0,15.37267585,0.274234587,260.7261837,4.288173545,1.671575342,27.71023941,6,1.420000017,1,2.840000033,24.1771946,27.71023941,22.61029243,400.2160645,366.3251953,12.11671829,20.51803398,40.18150711,68.04198456,299.9664917,1401.396362,28.32557297,100.3815536,0.679732978,-0.013070107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499944153,0.004288174,300.8602394,297.3271946,224.223413,-0.066350839,3.731207471,37.17025027,16.65221629,25.943717,3.36303697,0.250085922,2.059632129,1.303404841,0.158307622,26.17209939,0.711734238,57.93173117,359.0177615,0.024805617,2013-12-11 11:18:24,12.204825551289,13.3904957614795,0.651463563877007,4.29620025288191,0.728202014548381,38.8930497115626,0.200524086945967,1.71996743170047,3.53304481,-1.56690217,405.124848157402,373.998917803985,0.0136019868874931,1.01378955219564,1.02757910439129,20.9315105765941,7.54101481511465,0.827055017445318,-0.692388327309186,0.156438312049623,0.155843684859668,20.9315105765941,6.14936236353898,0.188605383385882,1.61773641165866,2,"shade","high","Dec","elevated","control","shade-high"
"ch02","2-ch02-shade-high","H4",28,9284,21,0,15.33480004,0.275327801,261.3775359,4.331134256,1.681721614,27.79348946,6,1.420000017,1,2.840000033,24.8084774,27.79348946,23.70104408,400.2895813,366.4461975,12.11752796,20.6012249,38.68851471,65.77502441,300.0041809,1399.834106,29.67915154,100.3664474,0.679732978,-0.013070107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500006968,0.004331134,300.9434895,297.9584774,223.973452,-0.018531618,3.74939337,37.35703978,16.75581488,26.30098343,3.434824052,0.25099476,2.067671756,1.367152295,0.158890332,26.23353472,0.713276704,57.89059302,359.156768,0.024717359,2013-12-11 11:19:44,12.125609760989,15.1147285765885,0.652971119186109,4.29593334412475,0.728207837699473,38.8931376117323,0.20152197957965,1.7194033765627,2.98501206,-1.10743332,405.199598767445,374.154233001348,0.0136878703232499,1.01387782823652,1.02775565647304,20.9732502628378,5.85852168624926,0.82623367689339,-0.691647720089662,0.201882959106258,0.201145865312613,20.9732502628378,4.75321908451578,0.189604320510549,1.61772085395709,2,"shade","high","Dec","elevated","control","shade-high"
"ch02","2-ch02-shade-low","H4",20,7522.5,21,0,9.301322185,0.161958801,275.5951226,2.374467246,1.509602201,27.88705444,6,1.420000017,1,2.840000033,28.28361511,27.88705444,27.92400169,400.4422913,380.0355225,17.8650856,22.50699043,46.50415039,58.58737183,300.0093994,274.6832275,43.64194107,100.4275818,0.226546943,-0.057583809,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500015666,0.002374467,301.0370544,301.4336151,43.94931542,-0.66191813,3.769924824,37.53873943,15.03174899,28.08533478,3.813758979,0.153220955,2.260322622,1.553436357,0.096511589,27.67735171,0.725182532,60.94452301,375.6141194,0.015091676,2013-12-11 10:50:23,20.6438433670993,16.9966022743204,0.688226814668613,4.33649866664289,0.728214378567892,38.8932363452072,0.331101014952308,1.65792509249541,-0.39656067,-0.359613419999999,407.726357579535,388.785923560904,0.0123548070483342,1.01250935774963,1.02501871549926,21.8268323049999,4.83023003067944,0.693917700546951,-0.632906376996156,0.140282033185605,0.139684766546479,21.8268323049999,4.09568057546575,0.32208949622537,1.61280163365904,2,"shade","low","Dec","elevated","control","shade-low"
"ch02","2-ch02-shade-low","H4",21,7603,21,0,9.306070361,0.163895993,276.7755226,2.405422741,1.512278605,27.84860802,6,1.420000017,1,2.840000033,28.27140617,27.84860802,27.92356491,400.6500549,380.2082214,17.69378662,22.39701462,46.08933258,58.34044647,299.9916382,274.7536316,45.84937286,100.4240036,0.226546943,-0.057583809,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499986064,0.002405423,300.998608,301.4214062,43.96058007,-0.674297891,3.761476482,37.45595024,15.05893562,28.0600071,3.808135092,0.154953641,2.249197877,1.558937215,0.097611609,27.79490608,0.727957753,60.8165874,375.7845613,0.015060849,2013-12-11 10:51:43,20.972838198434,16.5487174594281,0.690816135465354,4.3358472685429,0.728211691370287,38.89319578242,0.332442560928962,1.65717029830435,-0.422798149999998,-0.347841259999999,407.866762362635,388.918842399209,0.0123748205329822,1.01252987549352,1.02505975098703,21.8930778981521,5.34436043872395,0.692617190058068,-0.632110547317318,0.126632255829932,0.126097597477116,21.8930778981521,4.53747066411694,0.323386657416308,1.61202814116434,2,"shade","low","Dec","elevated","control","shade-low"
"ch02","2-ch02-shade-low","H4",22,7683.5,21,0,9.274982948,0.166089822,278.3073088,2.462062424,1.528539645,27.8977375,6,1.420000017,1,2.840000033,28.52927971,27.8977375,28.31632233,400.7540588,380.332489,17.52845955,22.34228516,44.98010635,57.33295441,300.0176392,274.7552795,43.64878845,100.4255219,0.226546943,-0.057583809,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500029399,0.002462062,301.0477375,301.6792797,43.96084374,-0.674581967,3.772275291,37.5629145,15.22062935,28.21350861,3.842330605,0.156913173,2.243735646,1.598594959,0.098855881,27.94915672,0.731747397,60.53639464,375.9236063,0.014935854,2013-12-11 10:53:04,20.956190816359,15.9064446122658,0.694459114483708,4.33517949160162,0.728215125136129,38.8932476145077,0.335514780406345,1.65663105198206,-0.631542209999999,-0.212957380000002,407.903987342415,389.02417812173,0.0125067718860731,1.01266517230701,1.02533034461403,21.9908006380786,6.08435602581286,0.689815564207684,-0.631300707368027,0.110654739738019,0.11018587471042,21.9908006380786,5.175104280772,0.32648329389363,1.61203736527651,2,"shade","low","Dec","elevated","control","shade-low"
"ch02","5-ch02-shade-high","H3",72,4817,21,0,16.65493973,0.3114718682,279.72626418,5.1854773458,1.8163288718,30.946442034,6,1.420000017,1,2.840000033,31.212181474,30.946442034,31.294779966,420.22854612,382.97162474,16.219956968,26.311337282,36.198587036,58.719815826,300.19922486,1300.0658448,162.79048464,101.9063217,1.600089669,-0.50613606,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5003320414,0.0051854772,304.09644204,304.36218148,208.01053052,-0.2049745344,4.4976204712,44.134852454,17.823515172,31.079311752,4.5318199684,0.2806874382,2.6812915988,1.8505283692,0.1779579978,28.505874612,0.7304099704,62.278400492,375.05466408,0.0276558182,2014-03-19 14:01:14,11.7198777069238,14.0360320222037,0.665652694855531,4.28497845398972,0.728426066092489,38.8964313947511,0.146834382982386,1.64534954521176,-0.265739440000001,0.0825984919999989,427.157014513996,393.32041072652,0.014631815003766,1.01484908405463,1.02969816810926,21.331164304978,7.29513228277435,0.882863785126871,-0.615651377102503,0.171824153837505,0.168609906599646,21.331164304978,5.81462449957432,0.137790332868925,1.54400663465626,5,"shade","high","Mar","elevated","control","shade-high"
"ch02","6-ch02-sun-high","H1",265,14660,21,0,8.2591148148,0.076531481,214.69265512,1.413918716,1.868213488,27.894302366,6,1.420000017,1,2.840000033,25.527217104,27.894302366,24.85630684,419.85629274,400.64961548,15.768629072,18.787853242,48.687628174,58.009855652,275.70410156,1550.9514158,234.02476194,101.3051361,-2.125188828,-0.153403953,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.4595068362,0.0014139188,301.04430238,298.67721712,248.15222102,1.8679106034,3.7715195208,37.229302182,18.441448942,26.710759736,3.5188067028,0.0745232486,1.9033060332,1.61550067,0.046753388,21.749468714,0.535861269,50.375136768,396.72362786,0.0104872452,2014-04-21 13:27:07,22.0941313472468,12.2010045371052,0.511347951269008,4.36833148155036,0.728214885083084,38.8932439909551,0.247741089278771,1.57262238202479,2.367085262,-0.670910264,426.582920583126,408.321092236554,0.0151870831440008,1.01542128751975,1.0308425750395,17.4539702437737,5.25296570666853,0.78310148576073,-0.541779806985286,0.112937984416046,0.111482979801303,17.4539702437737,4.3212385369697,0.243699396380154,1.54696633630326,6,"sun","high","Apr","elevated","control","sun-high"
"ch02","1-ch02-sun-high","H4",6,3045.5,21,0,16.94034318,0.164625224,186.5527699,1.76572569,1.127051183,23.86595535,6,1.420000017,1,2.840000033,21.84905434,23.86595535,20.93418121,399.5979309,364.3301697,14.64813709,18.12548447,56.67720413,70.1319046,299.1454468,900.684082,285.4978027,101.7292709,0.294937372,0.079449683,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498575745,0.001765726,297.0159554,294.9990543,144.1094499,0.518501579,2.970943504,29.20441163,11.07892717,22.85750484,2.795494152,0.155605309,1.84389232,0.951601832,0.098025381,18.97787727,0.512043156,63.27359693,356.2775419,0.030085434,2013-10-26 09:51:14,10.9630104618578,13.0788738351915,0.466851190845343,4.33205580847966,0.727929611965813,38.8889372447976,0.102118042437499,1.72920289276203,2.01690101,-0.91487313,405.538311684806,371.055734656012,0.00904548849563536,1.00912805622319,1.01825611244638,16.1165611133403,3.03768727814881,0.91613807000888,-0.71094678031565,0.450445289367192,0.442788280484169,16.1165611133403,2.33985135367088,0.0948050369907592,1.6053690444876,1,"sun","high","Oct","elevated","control","sun-high"
"ch02","6-ch02-shade-high","H1",318,17544,21,0,19.666011566,0.2298223846,219.45103062,3.44535955,1.594495249,27.6538887,6,1.420000017,1,2.840000033,26.039101792,27.6538887,25.504071044,419.0671936,373.4664795,13.627804186,20.968914796,40.8252182,62.816217806,275.68960572,1498.987036,79.908648682,101.31481018,-1.881292343,-0.212915123,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459482676,0.0034453598,300.8038887,299.1891018,239.83792044,0.8157911174,3.718956848,36.706942786,15.738027992,26.846495248,3.5470514312,0.2126152812,2.1244615992,1.4225898322,0.1343303058,22.233639974,0.5876060954,59.157414316,364.11819944,0.031951055,2014-04-21 14:15:11,9.0828775972349,10.7525968984708,0.52366549797135,4.30895445754325,0.728198071141937,38.8929901857565,0.120288560931611,1.68707628554186,1.614786908,-0.535030748000001,424.857062454165,381.465394862494,0.0128794668737768,1.0130475118707,1.0260950237414,17.6618700275031,6.90927312903235,0.90580646280979,-0.660981261800459,0.218507370604226,0.215671697174399,17.6618700275031,5.38635695145546,0.109996755368469,1.54273121260631,6,"shade","high","Apr","elevated","control","shade-high"
"ch02","1-ch02-shade-high","H4",15,5683,21,0,14.86055546,0.13710759,181.8884962,1.775701577,1.35046404,23.71655846,6,1.420000017,1,2.840000033,21.04594803,23.71655846,20.15102386,399.5307007,368.4122009,12.16047668,15.66627026,49.42945862,63.67967987,299.1419067,899.8078613,175.2062988,101.7405548,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498569845,0.001775702,296.8665585,294.195948,143.9692546,0.426716788,2.944359068,28.93987627,13.27360602,22.38125324,2.715836433,0.130793243,1.593895028,1.121941405,0.082290561,18.50543652,0.493709209,55.24806552,361.3482046,0.022720936,2013-10-26 10:35:12,12.9164646390432,10.8819897520409,0.455255368063884,4.34319223678812,0.727918885506775,38.888775284659,0.110843122034448,1.71003609020669,2.67061043,-0.894924170000003,404.448993250674,374.275705250202,0.0108360774834436,1.01095478437575,1.02190956875151,15.8835136052956,5.00152385325472,0.911066446717059,-0.688126521455179,0.232166484817786,0.228194632193794,15.8835136052956,3.99002366199415,0.104449186787055,1.61139343353297,1,"shade","high","Oct","elevated","control","shade-high"
"ch02","1-ch02-shade-high","H4",16,5763.5,21,0,14.7347478,0.140179499,187.0430357,1.816861552,1.352761466,23.76739311,6,1.420000017,1,2.840000033,21.56061363,23.76739311,20.93863678,399.2282715,368.3344421,12.14598751,15.73251629,47.83655167,61.96197128,299.1657715,899.9064331,164.1944427,101.7396011,-0.073684454,0.078791648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498609619,0.001816862,296.9173931,294.7106136,143.9850261,0.46572221,2.953381398,29.02882815,13.29631186,22.66400337,2.762885962,0.133585838,1.600619932,1.16226603,0.084059527,19.02968385,0.507807618,55.35140194,361.3302487,0.022571843,2013-10-26 10:36:32,12.8410932444778,12.9430730137247,0.468511498439809,4.34204750071375,0.727922536547605,38.8888304123706,0.115797854004308,1.71039951922108,2.20677948,-0.621976849999999,404.136913402517,374.221894145722,0.0108539181475587,1.01097301839101,1.02194603678201,16.2180818861167,3.27500887239201,0.906148182777704,-0.688453482439066,0.359862005055154,0.353708881462435,16.2180818861167,2.55428882204937,0.10918161573276,1.61267395378627,1,"shade","high","Oct","elevated","control","shade-high"
